geografia|giorno|data|totale_casi_positivi|totale_casi_positivi_ab|deceduti|deceduti_inc|letalita|totale_ricoveri|totale_ricoveri_inc|attualmente_positivi|dimessi|tamponi|tamponi_inc
LU|237|18/10/2020|2609|6.853597164154053|149|0|5.7110004||||||
MS|237|18/10/2020|1856|9.776602745056152|183|0|9.8599138||||||
PI|237|18/10/2020|2889|6.937623977661133|100|0|3.4614053||||||
PO|237|18/10/2020|1543|6.026237487792969|54|0|3.499676||||||
PT|237|18/10/2020|1599|5.498265266418457|84|0|5.2532835||||||
SI|237|18/10/2020|1139|4.32215404510498|33|0|2.8972783||||||
Toscana|237|18/10/2020|22802|6.215902328491211|1194|.42052144||440|11.675127|9986|11622|917245|1.4803096
aslCENTRO|237|18/10/2020|9662|6.041589736938477|574|.87873465|||||||
aslNO|237|18/10/2020|8530|6.82317590713501|497|0|||||||
aslSE|237|18/10/2020|4060|4.957664489746094|114|0|||||||
AR|238|19/10/2020|2215|6.575236797332764|57|3.6363637|2.5733635||||||
FI|238|19/10/2020|6867|6.96449613571167|440|.91743118|6.4074559||||||
GR|238|19/10/2020|813|3.720176696777344|26|0|3.1980319||||||
LI|238|19/10/2020|1239|3.759216070175171|65|0|5.2461662||||||
LU|238|19/10/2020|2649|6.958673477172852|149|0|5.624764||||||
MS|238|19/10/2020|1923|10.12952899932861|184|.54644811|9.5683823||||||
PI|238|19/10/2020|3082|7.401092529296875|100|0|3.2446463||||||
PO|238|19/10/2020|1580|6.170742034912109|54|0|3.4177215||||||
PT|238|19/10/2020|1677|5.766473293304443|86|2.3809524|5.1282053||||||
SI|238|19/10/2020|1193|4.5270676612854|33|0|2.7661357||||||
Toscana|238|19/10/2020|23788|6.484689235687256|1206|1.0050251||511|16.136364|10851|11731|927802|1.1509466
aslCENTRO|238|19/10/2020|10124|6.330475330352783|580|1.0452962|||||||
aslNO|238|19/10/2020|8893|7.113540649414063|498|.20120725|||||||
aslSE|238|19/10/2020|4221|5.154261589050293|116|1.7543859|||||||
AR|239|20/10/2020|2303|6.836464881896973|57|0|2.4750326||||||
FI|239|20/10/2020|7110|7.210946083068848|441|.22727273|6.2025318||||||
GR|239|20/10/2020|846|3.871180295944214|26|0|3.0732861||||||
LI|239|20/10/2020|1281|3.88664698600769|66|1.5384616|5.152225||||||
LU|239|20/10/2020|2679|7.03748083114624|149|0|5.5617766||||||
MS|239|20/10/2020|1971|10.38237285614014|184|0|9.3353624||||||
PI|239|20/10/2020|3190|7.66044282913208|100|0|3.1347961||||||
PO|239|20/10/2020|1643|6.41679048538208|54|0|3.2866707||||||
PT|239|20/10/2020|1778|6.113768577575684|86|0|4.8368955||||||
SI|239|20/10/2020|1249|4.739570140838623|33|0|2.6421137||||||
Toscana|239|20/10/2020|24600|6.706043243408203|1208|.16583748||547|7.0450096|11546|11846|939153|1.2234291
aslCENTRO|239|20/10/2020|10531|6.584969997406006|581|.1724138|||||||
aslNO|239|20/10/2020|9121|7.295918464660645|499|.20080322|||||||
aslSE|239|20/10/2020|4398|5.370396137237549|116|0|||||||
AR|240|21/10/2020|2443|7.252055644989014|57|0|2.3331969||||||
FI|240|21/10/2020|7413|7.518248081207275|449|1.8140589|6.0569272||||||
GR|240|21/10/2020|869|3.976425170898438|26|0|2.9919448||||||
LI|240|21/10/2020|1386|4.205224514007568|66|0|4.7619047||||||
LU|240|21/10/2020|2746|7.213483333587646|149|0|5.4260745||||||
MS|240|21/10/2020|2001|10.5403995513916|186|1.0869565|9.295352||||||
PI|240|21/10/2020|3294|7.910187721252441|100|0|3.0358226||||||
PO|240|21/10/2020|1684|6.57691764831543|56|3.7037036|3.3254156||||||
PT|240|21/10/2020|1801|6.192855358123779|86|0|4.775125||||||
SI|240|21/10/2020|1279|4.853411197662354|33|0|2.5801408||||||
Toscana|240|21/10/2020|25466|6.942117691040039|1221|1.0761589||579|5.8500915|12239|12006|950782|1.2382433
aslCENTRO|240|21/10/2020|10898|6.814452648162842|591|1.7211704|||||||
aslNO|240|21/10/2020|9427|7.540688991546631|501|.4008016|||||||
aslSE|240|21/10/2020|4591|5.60606861114502|116|0|||||||
AR|241|22/10/2020|2563|7.6082763671875|58|1.7543859|2.2629731||||||
FI|241|22/10/2020|7690|7.799180507659912|449|0|5.8387518||||||
GR|241|22/10/2020|901|4.122852802276611|26|0|2.8856826||||||
LI|241|22/10/2020|1562|4.739221572875977|66|0|4.2253523||||||
LU|241|22/10/2020|2841|7.463039398193359|149|0|5.2446322||||||
MS|241|22/10/2020|2061|10.85645389556885|186|0|9.024745||||||
PI|241|22/10/2020|3506|8.419282913208008|102|2|2.9092984||||||
PO|241|22/10/2020|1735|6.776099681854248|58|3.5714285|3.3429394||||||
PT|241|22/10/2020|1852|6.368222236633301|87|1.1627907|4.6976242||||||
SI|241|22/10/2020|1350|5.122834205627441|35|6.060606|2.5925925||||||
Toscana|241|22/10/2020|26611|7.25424861907959|1229|.65520066||606|4.6632123|13261|12121|962277|1.2090048
aslCENTRO|241|22/10/2020|11277|7.05143928527832|594|.5076142|||||||
aslNO|241|22/10/2020|9970|7.97503662109375|503|.3992016|||||||
aslSE|241|22/10/2020|4814|5.878373622894287|119|2.5862069|||||||
AR|242|23/10/2020|2612|7.753732681274414|58|0|2.2205207||||||
FI|242|23/10/2020|8122|8.237314224243164|452|.66815144|5.5651317||||||
GR|242|23/10/2020|935|4.27843189239502|26|0|2.7807486||||||
LI|242|23/10/2020|1671|5.069935321807861|68|3.030303|4.0694194||||||
LU|242|23/10/2020|3022|7.938509464263916|149|0|4.9305096||||||
MS|242|23/10/2020|2125|11.19357776641846|188|1.0752689|8.8470592||||||
PI|242|23/10/2020|3675|8.825119018554688|103|.98039216|2.802721||||||
PO|242|23/10/2020|1833|7.158842086791992|58|0|3.1642118||||||
PT|242|23/10/2020|1931|6.63986873626709|87|0|4.5054374||||||
SI|242|23/10/2020|1425|5.407435894012451|35|0|2.4561403||||||
Toscana|242|23/10/2020|27901|7.605906963348389|1237|.65093571||656|8.2508249|14374|12290|973655|1.1824038
aslCENTRO|242|23/10/2020|11886|7.432243347167969|597|.50505048|||||||
aslNO|242|23/10/2020|10493|8.393385887145996|508|.99403578|||||||
aslSE|242|23/10/2020|4972|6.071307182312012|119|0|||||||
AR|243|24/10/2020|2722|8.080267906188965|58|0|2.1307862||||||
FI|243|24/10/2020|8644|8.766725540161133|456|.88495576|5.2753353||||||
GR|243|24/10/2020|968|4.429435729980469|26|0|2.6859505||||||
LI|243|24/10/2020|1790|5.430990219116211|71|4.4117646|3.9664805||||||
LU|243|24/10/2020|3212|8.437621116638184|149|0|4.6388545||||||
MS|243|24/10/2020|2190|11.53596973419189|189|.53191489|8.6301374||||||
PI|243|24/10/2020|3864|9.278982162475586|106|2.9126213|2.7432711||||||
PO|243|24/10/2020|1934|7.553300857543945|58|0|2.998966||||||
PT|243|24/10/2020|2061|7.0868821144104|87|0|4.221252||||||
SI|243|24/10/2020|1492|5.661680221557617|35|0|2.3458445||||||
Toscana|243|24/10/2020|29427|8.021900177001953|1248|.88924819||727|10.823171|15688|12491|987024|1.3730736
aslCENTRO|243|24/10/2020|12639|7.90308952331543|601|.67001677|||||||
aslNO|243|24/10/2020|11056|8.843731880187988|515|1.3779528|||||||
aslSE|243|24/10/2020|5182|6.327738285064697|119|0|||||||
AR|244|25/10/2020|2830|8.400866508483887|59|1.7241379|2.0848057||||||
FI|244|25/10/2020|9182|9.312363624572754|462|1.3157895|5.0315833||||||
GR|244|25/10/2020|1007|4.607894420623779|26|0|2.5819266||||||
LI|244|25/10/2020|1953|5.925543785095215|72|1.4084507|3.686636||||||
LU|244|25/10/2020|3402|8.936733245849609|151|1.3422819|4.4385657||||||
MS|244|25/10/2020|2277|11.99424743652344|189|0|8.300395||||||
PI|244|25/10/2020|4146|9.956174850463867|108|1.8867924|2.6049204||||||
PO|244|25/10/2020|2145|8.377367973327637|59|1.7241379|2.7505827||||||
PT|244|25/10/2020|2222|7.640491008758545|88|1.1494253|3.9603961||||||
SI|244|25/10/2020|1576|5.980434417724609|35|0|2.2208121||||||
Toscana|244|25/10/2020|31290|8.529760360717773|1262|1.1217948||825|13.480055|17320|12708|1000835|1.3992567
aslCENTRO|244|25/10/2020|13549|8.47210693359375|609|1.3311148|||||||
aslNO|244|25/10/2020|11778|9.421261787414551|520|.97087377|||||||
aslSE|244|25/10/2020|5413|6.609812259674072|120|.84033614|||||||
AR|245|26/10/2020|3052|9.059874534606934|60|1.6949153|1.965924||||||
FI|245|26/10/2020|9861|10.00100421905518|467|1.0822511|4.7358279||||||
GR|245|26/10/2020|1038|4.749745845794678|26|0|2.504817||||||
LI|245|26/10/2020|2163|6.562699317932129|73|1.3888888|3.3749423||||||
LU|245|26/10/2020|3583|9.412203788757324|153|1.3245033|4.2701645||||||
MS|245|26/10/2020|2348|12.36824512481689|190|.52910054|8.0919933||||||
PI|245|26/10/2020|4381|10.5205020904541|108|0|2.4651906||||||
PO|245|26/10/2020|2412|9.420145988464355|60|1.6949153|2.4875622||||||
PT|245|26/10/2020|2453|8.434799194335938|89|1.1363636|3.6282103||||||
SI|245|26/10/2020|1620|6.147400856018066|35|0|2.1604939||||||
Toscana|245|26/10/2020|33461|9.12158203125|1275|1.030111||889|7.757576|19376|12810|1013957|1.3111053
aslCENTRO|245|26/10/2020|14726|9.208077430725098|616|1.1494253|||||||
aslNO|245|26/10/2020|12475|9.978794097900391|524|.76923078|||||||
aslSE|245|26/10/2020|5710|6.972478866577148|121|.83333331|||||||
AR|246|27/10/2020|3275|9.721851348876953|61|1.6666666|1.8625954||||||
FI|246|27/10/2020|10478|10.62676429748535|468|.21413276|4.4665012||||||
GR|246|27/10/2020|1078|4.932780742645264|26|0|2.4118738||||||
LI|246|27/10/2020|2367|7.181650161743164|76|4.1095891|3.2108154||||||
LU|246|27/10/2020|3693|9.701163291931152|153|0|4.1429734||||||
MS|246|27/10/2020|2395|12.61582088470459|191|.52631581|7.9749479||||||
PI|246|27/10/2020|4564|10.95995712280273|113|4.6296296|2.4758983||||||
PO|246|27/10/2020|2617|10.22077941894531|62|3.3333333|2.3691249||||||
PT|246|27/10/2020|2600|8.940268516540527|91|2.247191|3.5||||||
SI|246|27/10/2020|1667|6.325751304626465|35|0|2.09958||||||
Toscana|246|27/10/2020|35284|9.618537902832031|1290|1.1764706||923|3.824522|21040|12954|1027459|1.3316146
aslCENTRO|246|27/10/2020|15695|9.813987731933594|621|.8116883|||||||
aslNO|246|27/10/2020|13019|10.41394233703613|533|1.7175573|||||||
aslSE|246|27/10/2020|6020|7.351019859313965|122|.82644629|||||||
AR|247|28/10/2020|3370|10.00386047363281|62|1.6393442|1.8397626||||||
FI|247|28/10/2020|11104|11.26165199279785|469|.21367522|4.2237034||||||
GR|247|28/10/2020|1116|5.106663227081299|26|0|2.3297491||||||
LI|247|28/10/2020|2481|7.527534008026123|77|1.3157895|3.1035872||||||
LU|247|28/10/2020|3835|10.07418346405029|153|0|3.9895697||||||
MS|247|28/10/2020|2462|12.96874713897705|191|0|7.7579203||||||
PI|247|28/10/2020|4739|11.38020038604736|115|1.7699115|2.4266722||||||
PO|247|28/10/2020|2844|11.10733604431152|63|1.6129032|2.2151899||||||
PT|247|28/10/2020|2781|9.562648773193359|92|1.0989012|3.3081625||||||
SI|247|28/10/2020|1710|6.488923072814941|35|0|2.0467837||||||
Toscana|247|28/10/2020|36992|10.08414459228516|1297|.54263568||987|6.9339113|22360|13335|1041270|1.3441899
aslCENTRO|247|28/10/2020|16729|10.46054172515869|624|.4830918|||||||
aslNO|247|28/10/2020|13517|10.81229400634766|536|.56285179|||||||
aslSE|247|28/10/2020|6196|7.565933227539063|123|.81967211|||||||
AR|248|29/10/2020|3593|10.6658353805542|64|3.2258065|1.7812413||||||
FI|248|29/10/2020|11774|11.94116401672363|470|.21321961|3.9918463||||||
GR|248|29/10/2020|1167|5.340032577514648|26|0|2.2279348||||||
LI|248|29/10/2020|2575|7.812736988067627|78|1.2987013|3.0291262||||||
LU|248|29/10/2020|4007|10.52601146697998|155|1.3071896|3.8682306||||||
MS|248|29/10/2020|2580|13.5903205871582|192|.52356023|7.4418607||||||
PI|248|29/10/2020|4937|11.85567665100098|118|2.6086957|2.3901155||||||
PO|248|29/10/2020|3035|11.85329246520996|63|0|2.0757825||||||
PT|248|29/10/2020|2969|10.20909881591797|93|1.0869565|3.1323678||||||
SI|248|29/10/2020|1771|6.720399379730225|37|5.7142859|2.089215||||||
Toscana|248|29/10/2020|38958|10.62008285522461|1310|1.002313||1093|10.739615|23970|13678|1056864|1.4975942
aslCENTRO|248|29/10/2020|17778|11.11647510528564|626|.32051283|||||||
aslNO|248|29/10/2020|14099|11.2778377532959|543|1.3059702|||||||
aslSE|248|29/10/2020|6531|7.975001811981201|127|3.2520325|||||||
AR|249|30/10/2020|3895|11.56232357025146|64|0|1.6431322||||||
FI|249|30/10/2020|12608|12.78700542449951|472|.42553192|3.7436547||||||
GR|249|30/10/2020|1242|5.68322229385376|26|0|2.0933979||||||
LI|249|30/10/2020|2812|8.53181266784668|80|2.5641026|2.8449502||||||
LU|249|30/10/2020|4271|11.21951484680176|155|0|3.6291268||||||
MS|249|30/10/2020|2748|14.47527122497559|194|1.0416666|7.05968||||||
PI|249|30/10/2020|5263|12.63853073120117|120|1.6949153|2.2800684||||||
PO|249|30/10/2020|3215|12.55628871917725|65|3.1746032|2.0217729||||||
PT|249|30/10/2020|3233|11.11688041687012|93|0|2.8765852||||||
SI|249|30/10/2020|1886|7.156789302825928|37|0|1.9618239||||||
Toscana|249|30/10/2020|41723|11.37383079528809|1320|.76335877||1160|6.1299176|26420|13983|1074698|1.6874452
aslCENTRO|249|30/10/2020|19056|11.91560077667236|630|.63897765|||||||
aslNO|249|30/10/2020|15094|12.0737419128418|549|1.1049724|||||||
aslSE|249|30/10/2020|7023|8.575782775878906|127|0|||||||
AR|250|31/10/2020|4161|12.3519458770752|66|3.125|1.5861572||||||
FI|250|31/10/2020|13336|13.52534103393555|483|2.3305085|3.6217756||||||
GR|250|31/10/2020|1318|6.030987739562988|26|0|1.9726859||||||
LI|250|31/10/2020|3017|9.153797149658203|83|3.75|2.7510772||||||
LU|250|31/10/2020|4473|11.75014972686768|157|1.2903225|3.5099485||||||
MS|250|31/10/2020|2874|15.13898468017578|195|.51546389|6.7849689||||||
PI|250|31/10/2020|5639|13.54145431518555|122|1.6666666|2.1635041||||||
PO|250|31/10/2020|3497|13.65764904022217|67|3.0769231|1.9159279||||||
PT|250|31/10/2020|3430|11.79427719116211|95|2.1505377|2.7696793||||||
SI|250|31/10/2020|1968|7.467953681945801|37|0|1.8800813||||||
Toscana|250|31/10/2020|44263|12.06624412536621|1345|1.8939394||1209|4.2241378|27844|15074|1090874|1.505167
aslCENTRO|250|31/10/2020|20263|12.67033004760742|645|2.3809524|||||||
aslNO|250|31/10/2020|16003|12.80085372924805|557|1.4571949|||||||
aslSE|250|31/10/2020|7447|9.093528747558594|129|1.5748031|||||||
AR|251|01/11/2020|4387|13.02282810211182|72|9.090909|1.6412127||||||
FI|251|01/11/2020|14086|14.28598976135254|488|1.0351967|3.4644327||||||
GR|251|01/11/2020|1416|6.479422569274902|26|0|1.8361582||||||
LI|251|01/11/2020|3234|9.812191009521484|85|2.4096386|2.628324||||||
LU|251|01/11/2020|4650|12.21511173248291|157|0|3.3763442||||||
MS|251|01/11/2020|2925|15.40763092041016|197|1.0256411|6.7350426||||||
PI|251|01/11/2020|5926|14.23065376281738|122|0|2.0587242||||||
PO|251|01/11/2020|3717|14.51686573028564|70|4.477612|1.8832392||||||
PT|251|01/11/2020|3720|12.79146099090576|95|0|2.5537634||||||
SI|251|01/11/2020|2031|7.707019329071045|37|0|1.8217627||||||
Toscana|251|01/11/2020|46642|12.71476745605469|1363|1.33829||1279|5.7899089|29974|15305|1106715|1.4521384
aslCENTRO|251|01/11/2020|21523|13.45820045471191|653|1.2403101|||||||
aslNO|251|01/11/2020|16735|13.38638305664063|561|.71813285|||||||
aslSE|251|01/11/2020|7834|9.566094398498535|135|4.6511626|||||||
AR|252|02/11/2020|4706|13.96978092193604|72|0|1.5299617||||||
FI|252|02/11/2020|14620|14.82757091522217|501|2.6639345|3.4268126||||||
GR|252|02/11/2020|1494|6.836339473724365|26|0|1.7402945||||||
LI|252|02/11/2020|3415|10.36135768890381|85|0|2.4890189||||||
LU|252|02/11/2020|4763|12.51195240020752|160|1.910828|3.3592274||||||
MS|252|02/11/2020|3005|15.82903575897217|197|0|6.5557404||||||
PI|252|02/11/2020|6134|14.73014354705811|124|1.6393442|2.0215194||||||
PO|252|02/11/2020|3984|15.55964374542236|73|4.2857141|1.8323293||||||
PT|252|02/11/2020|3892|13.38289546966553|98|3.1578948|2.5179856||||||
SI|252|02/11/2020|2088|7.923316955566406|37|0|1.7720306||||||
Toscana|252|02/11/2020|48651|13.26242733001709|1387|1.7608217||1399|9.3823299|31735|15529|1118732|1.085826
aslCENTRO|252|02/11/2020|22496|14.06661128997803|672|2.9096477|||||||
aslNO|252|02/11/2020|17317|13.85192680358887|566|.89126557|||||||
aslSE|252|02/11/2020|8288|10.12047386169434|135|0|||||||
AR|253|03/11/2020|4965|14.73862361907959|75|4.1666665|1.510574||||||
FI|253|03/11/2020|15197|15.41276359558105|508|1.3972056|3.3427651||||||
GR|253|03/11/2020|1515|6.932432651519775|27|3.8461537|1.7821782||||||
LI|253|03/11/2020|3650|11.07436466217041|86|1.1764706|2.3561645||||||
LU|253|03/11/2020|4871|12.79565811157227|161|.625|3.3052762||||||
MS|253|03/11/2020|3087|16.26097679138184|199|1.0152284|6.4463882||||||
PI|253|03/11/2020|6398|15.36411094665527|124|0|1.9381057||||||
PO|253|03/11/2020|4195|16.38371086120605|73|0|1.7401669||||||
PT|253|03/11/2020|4005|13.77145195007324|99|1.0204082|2.47191||||||
SI|253|03/11/2020|2176|8.25724983215332|37|0|1.7003677||||||
Toscana|253|03/11/2020|50614|13.79754829406738|1403|1.1535689||1451|3.7169406|33917|15667|1133147|1.2885123
aslCENTRO|253|03/11/2020|23397|14.63000106811523|680|1.1904762|||||||
aslNO|253|03/11/2020|18006|14.40305995941162|570|.7067138|||||||
aslSE|253|03/11/2020|8656|10.56983852386475|139|2.9629629|||||||
AR|254|04/11/2020|5247|15.5757417678833|77|2.6666667|1.4675052||||||
FI|254|04/11/2020|15618|15.83974075317383|526|3.5433071|3.3679087||||||
GR|254|04/11/2020|1583|7.24359130859375|27|0|1.7056222||||||
LI|254|04/11/2020|3773|11.44755554199219|90|4.6511626|2.3853698||||||
LU|254|04/11/2020|5038|13.23435115814209|167|3.7267082|3.3148074||||||
MS|254|04/11/2020|3137|16.52435493469238|201|1.0050251|6.4073954||||||
PI|254|04/11/2020|6734|16.17097854614258|128|3.2258065|1.9008019||||||
PO|254|04/11/2020|4343|16.96172904968262|74|1.369863|1.7038913||||||
PT|254|04/11/2020|4169|14.33537673950195|104|5.0505052|2.4946029||||||
SI|254|04/11/2020|2245|8.519083976745605|37|0|1.6481069||||||
Toscana|254|04/11/2020|52815|14.39754772186279|1445|2.9935851||1516|4.4796691|35480|15890|1148233|1.3313365
aslCENTRO|254|04/11/2020|24130|15.08834171295166|704|3.5294118|||||||
aslNO|254|04/11/2020|18682|14.9437952041626|586|2.8070176|||||||
aslSE|254|04/11/2020|9075|11.0814790725708|141|1.438849|||||||
AR|255|05/11/2020|5469|16.23474884033203|79|2.5974026|1.4445055||||||
FI|255|05/11/2020|16406|16.6389274597168|536|1.9011407|3.2670975||||||
GR|255|05/11/2020|1655|7.57305383682251|27|0|1.6314199||||||
LI|255|05/11/2020|3986|12.0938138961792|92|2.2222223|2.3080783||||||
LU|255|05/11/2020|5281|13.87268924713135|167|0|3.1622798||||||
MS|255|05/11/2020|3164|16.66657829284668|204|1.4925373|6.4475346||||||
PI|255|05/11/2020|7237|17.37887954711914|132|3.125|1.8239602||||||
PO|255|05/11/2020|4645|18.14120101928711|75|1.3513514|1.6146394||||||
PT|255|05/11/2020|4383|15.07122993469238|107|2.8846154|2.4412503||||||
SI|255|05/11/2020|2307|8.754354476928711|37|0|1.6038145||||||
Toscana|255|05/11/2020|55088|15.01717567443848|1470|1.7301039||1589|4.8153033|37482|16136|1164607|1.4260172
aslCENTRO|255|05/11/2020|25434|15.90372467041016|718|1.9886364|||||||
aslNO|255|05/11/2020|19668|15.73249912261963|595|1.5358362|||||||
aslSE|255|05/11/2020|9431|11.51619052886963|143|1.4184397|||||||
AR|256|06/11/2020|5668|16.82548141479492|80|1.2658228|1.4114326||||||
FI|256|06/11/2020|17138|17.38132095336914|553|3.1716418|3.2267475||||||
GR|256|06/11/2020|1736|7.943698406219482|27|0|1.5552995||||||
LI|256|06/11/2020|4197|12.7340030670166|92|0|2.1920419||||||
LU|256|06/11/2020|5505|14.46111679077148|168|.59880239|3.0517712||||||
MS|256|06/11/2020|3304|17.40403747558594|206|.98039216|6.2348666||||||
PI|256|06/11/2020|7686|18.45710563659668|137|3.7878788|1.7824616||||||
PO|256|06/11/2020|4856|18.96526718139648|78|4|1.6062603||||||
PT|256|06/11/2020|4619|15.88273143768311|109|1.8691589|2.3598182||||||
SI|256|06/11/2020|2416|9.167975425720215|37|0|1.5314569||||||
Toscana|256|06/11/2020|57680|15.72376346588135|1502|2.1768708||1512|-4.8458152|39440|16738|1180350|1.3517865
aslCENTRO|256|06/11/2020|26613|16.64094543457031|740|3.0640669|||||||
aslNO|256|06/11/2020|20692|16.55160140991211|603|1.3445379|||||||
aslSE|256|06/11/2020|9820|11.99119853973389|144|.69930071|||||||
AR|257|07/11/2020|5893|17.49339485168457|82|2.5|1.3914814||||||
FI|257|07/11/2020|18049|18.30525588989258|566|2.3508136|3.1359079||||||
GR|257|07/11/2020|1846|8.447043418884277|27|0|1.4626219||||||
LI|257|07/11/2020|4367|13.24979496002197|92|0|2.1067095||||||
LU|257|07/11/2020|5739|15.07581233978271|171|1.7857143|2.9796131||||||
MS|257|07/11/2020|3368|17.74116325378418|207|.48543689|6.146081||||||
PI|257|07/11/2020|8067|19.37203598022461|140|2.189781|1.7354655||||||
PO|257|07/11/2020|5131|20.0392894744873|80|2.5641026|1.5591502||||||
PT|257|07/11/2020|4881|16.78363609313965|115|5.5045872|2.3560746||||||
SI|257|07/11/2020|2571|9.756153106689453|37|0|1.4391288||||||
Toscana|257|07/11/2020|60467|16.4835090637207|1532|1.9973369||1582|4.6296296|41583|17352|1198493|1.5370865
aslCENTRO|257|07/11/2020|28061|17.54637145996094|761|2.8378379|||||||
aslNO|257|07/11/2020|21541|17.2307186126709|610|1.1608623|||||||
aslSE|257|07/11/2020|10310|12.58953666687012|146|1.3888888|||||||
AR|258|08/11/2020|6145|18.24145889282227|82|0|1.3344182||||||
FI|258|08/11/2020|18603|18.86712074279785|579|2.2968197|3.1124012||||||
GR|258|08/11/2020|1915|8.762778282165527|27|0|1.4099216||||||
LI|258|08/11/2020|4521|13.71704196929932|95|3.2608695|2.101305||||||
LU|258|08/11/2020|6001|15.76406192779541|171|0|2.849525||||||
MS|258|08/11/2020|3467|18.26265144348145|209|.9661836|6.0282664||||||
PI|258|08/11/2020|8414|20.20531845092773|144|2.8571429|1.7114333||||||
PO|258|08/11/2020|5467|21.35154914855957|85|6.25|1.5547832||||||
PT|258|08/11/2020|5148|17.70173263549805|116|.86956519|2.2533023||||||
SI|258|08/11/2020|2710|10.28361511230469|37|0|1.3653136||||||
Toscana|258|08/11/2020|62946|17.15929222106934|1561|1.8929504||1700|7.4589128|43447|17938|1214035|1.2967952
aslCENTRO|258|08/11/2020|29218|18.26983642578125|780|2.4967148|||||||
aslNO|258|08/11/2020|22403|17.92023468017578|619|1.4754099|||||||
aslSE|258|08/11/2020|10770|13.15124320983887|146|0|||||||
AR|259|09/11/2020|6390|18.96874237060547|86|4.8780489|1.3458529||||||
FI|259|09/11/2020|19304|19.57807350158691|589|1.7271158|3.0511811||||||
GR|259|09/11/2020|2043|9.348488807678223|28|3.7037036|1.3705336||||||
LI|259|09/11/2020|4690|14.2298002243042|100|5.2631578|2.1321962||||||
LU|259|09/11/2020|6157|16.17385864257813|175|2.3391812|2.8422933||||||
MS|259|09/11/2020|3581|18.8631534576416|214|2.3923445|5.9759846||||||
PI|259|09/11/2020|8682|20.84889221191406|145|.69444442|1.6701221||||||
PO|259|09/11/2020|5655|22.08578872680664|85|0|1.5030946||||||
PT|259|09/11/2020|5339|18.35849761962891|118|1.7241379|2.2101517||||||
SI|259|09/11/2020|2794|10.60236930847168|37|0|1.3242663||||||
Toscana|259|09/11/2020|65190|17.77101516723633|1594|2.1140294||1776|4.4705882|44480|19116|1227725|1.1276445
aslCENTRO|259|09/11/2020|30298|18.94515419006348|792|1.5384616|||||||
aslNO|259|09/11/2020|23110|18.48576736450195|634|2.4232633|||||||
aslSE|259|09/11/2020|11227|13.70928573608398|151|3.4246576|||||||
AR|260|10/11/2020|6622|19.65743446350098|90|4.6511626|1.3591061||||||
FI|260|10/11/2020|19862|20.14399528503418|607|3.0560272|3.056087||||||
GR|260|10/11/2020|2111|9.659646987915039|29|3.5714285|1.3737565||||||
LI|260|10/11/2020|4891|14.83964920043945|106|6|2.1672459||||||
LU|260|10/11/2020|6328|16.62306022644043|182|4|2.8761063||||||
MS|260|10/11/2020|3670|19.33196640014648|217|1.4018692|5.9128065||||||
PI|260|10/11/2020|9113|21.88389205932617|150|3.4482758|1.6460003||||||
PO|260|10/11/2020|5860|22.88642311096191|90|5.8823528|1.5358362||||||
PT|260|10/11/2020|5528|19.00838661193848|123|4.237288|2.2250361||||||
SI|260|10/11/2020|2873|10.90215015411377|37|0|1.2878524||||||
Toscana|260|10/11/2020|67413|18.37701225280762|1648|3.3877039||1824|2.7027028|46314|19451|1241973|1.1605204
aslCENTRO|260|10/11/2020|31250|19.54043388366699|820|3.5353534|||||||
aslNO|260|10/11/2020|24002|19.19927978515625|655|3.3123028|||||||
aslSE|260|10/11/2020|11606|14.17208194732666|156|3.3112583|||||||
AR|261|11/11/2020|6832|20.28082084655762|95|5.5555553|1.3905152||||||
FI|261|11/11/2020|20488|20.77888298034668|623|2.6359143|3.0408044||||||
GR|261|11/11/2020|2213|10.12638568878174|32|10.344828|1.4460009||||||
LI|261|11/11/2020|5050|15.32206726074219|108|1.8867924|2.1386139||||||
LU|261|11/11/2020|6585|17.29817390441895|188|3.2967033|2.8549733||||||
MS|261|11/11/2020|3721|19.60061264038086|219|.92165899|5.8855147||||||
PI|261|11/11/2020|9753|23.42078399658203|156|4|1.5995078||||||
PO|261|11/11/2020|6030|23.55036354064941|91|1.1111112|1.5091211||||||
PT|261|11/11/2020|5735|19.72016906738281|127|3.2520325|2.2144725||||||
SI|261|11/11/2020|2958|11.22469902038574|45|21.621622|1.5212982||||||
Toscana|261|11/11/2020|69920|19.06042861938477|1701|3.2160194||1874|2.7412281|47900|20319|1259794|1.4348943
aslCENTRO|261|11/11/2020|32253|20.16760444641113|841|2.5609756|||||||
aslNO|261|11/11/2020|25109|20.08477401733398|671|2.4427481|||||||
aslSE|261|11/11/2020|12003|14.65685844421387|172|10.256411|||||||
AR|262|12/11/2020|6977|20.71125411987305|96|1.0526316|1.3759495||||||
FI|262|12/11/2020|20986|21.28395462036133|637|2.247191|3.035357||||||
GR|262|12/11/2020|2293|10.49245452880859|32|0|1.3955517||||||
LI|262|12/11/2020|5177|15.70739364624023|114|5.5555553|2.2020476||||||
LU|262|12/11/2020|6739|17.70271873474121|189|.53191489|2.8045704||||||
MS|262|12/11/2020|3837|20.21165084838867|220|.45662099|5.7336459||||||
PI|262|12/11/2020|10084|24.21564483642578|161|3.2051282|1.5965886||||||
PO|262|12/11/2020|6224|24.30803680419922|93|2.1978023|1.494216||||||
